id,date,title,content,created_at,provider,footnotes
226,07/03/2026,BONEH AND SOSER:  LEVELING THE GROUND;  SWEEPING,"Leveling the Ground____ Before any building can be accomplished, the ground must be level. Thus, flattening the ground in order to build falls under the Torah prohibition of boneh . 1221 • Stamping one’s feet on a bumpy dirt path in order to make it level con- stitutes the Torah prohibition. 1222 • Pouring small stones or sand onto a walkway in order to flatten it in order to fix it constitutes the Torah prohibition. 1223 Sweeping In addition, Chazal prohibited a number of actions that may lead to trans- gressing the Torah prohibition of leveling the ground (and these apply even if the sand is in a vessel____ ). One may not sweep a sand floor in any place. One may also not sweep a carpet, as vigorously rubbing a fabric constitutes melaben (whitening). 1225 However, the minhag____ is that one may sweep an indoor floor that is tiled____ if most of the houses in the city are tiled, paved, or carpeted. In the event that one is in a third-world area where most houses tend to have dirt floors, sweeping remains prohibited even in those houses that have tiled floors. One is not allowed to sweep a sukkah that is on grass or sand. 1228 Further- more, if most of the courtyards in one’s area are not tiled or carpeted, it is for- bidden to sweep in a sukkah that is built in a courtyard, even if it is paved. One may ask a non-Jew to sweep any surface if it is a genuine need or for a mitzvah. 1229 Brooms One may not use a reed or straw broom, 1230 as the teeth will inevitably be- come dislodged, constituting the Torah prohibition of soser (disassembling). 1231 Furthermore, such a broom is muktzeh . 1232 Also, one should preferably designate a separate broom____ for Shabbos use, as using the same broom as used during the week presents an issue of uvdin d’chol (weekday activities). Pushing Heavy Containers One may not push a large or heavy container on an outdoor surface, as it will cause the ground to be flattened. 1234 Nowadays, 1235 one may do so indoors on a tiled or carpeted surface. 1236",27/07/2025 10:57,Rabbi Daniele Braude,"1219. Chazon Ish  52:2:7.
1220. Known as  mashveh gumos .
1221. Shabbos  73b.
1222. Moed Katan  4a, “ Metaknin HaDrachim .”
1223. Mishnah Berurah  313:55.
1224. Ibid. 498:91.
1225. Shemiras Shabbos Kehilchasah  23:4.
1226. See  Shulchan Aruch  and  Rama, Orach Chaim  337:2.
1227. Biur Halachah  337:2, “ V’Yeish .”
1228. See  Shemiras Shabbos Kehilchasah  23:2.
1229. Rama ,  Orach Chaim  337:2; see also  Mishnah Berurah  337:10, 253:99, and 276:30.
1230. Mishnah Berurah  337:13.
1231. Ibid. 337:14.
1232. Shemiras Shabbos Kehilchasah  23, footnote 4.
1233. RavYosef Shalom Elyashiv (as heard from Rav Yitzchak Berkovits and Rav Bentzion Kook).
1234. Shulchan Aruch ,  Orach Chaim  337:4.
1235. Biur Halachah  337:2, “ V’Yeish .”
1236. Shaar HaTziyun  337:17."
227,08/03/2026,BONEH AND SOSER: FLATTENING THE  GROUND;   PLAYING GAMES,"We have seen that, in addition to the Torah prohibition of flattening a dirt surface in order to build on it, Chazal also prohibited certain actions that could lead to doing so. We will now bring a few more practical applications of this prohibition. • One may not play with marbles (or other toys that involve sweeping across the surface) on any dirt surface, 1238 even if it is currently flat, 1239 because one may come to flatten any bumps. However, one may play with them on a tiled floor inside the house, or on a table. 1240 • One may not play soccer or cricket on a soil or grass surface, lest he come to flatten it____ or uproot grass. One may play these games____ inside a house on a tiled or carpeted floor. 1243 (In general, the per- missibility of playing with balls on Shabbos is questionable even on a permitted surface, 1244 but one need not prevent children from playing with them. 1245 ) • Although there is a dispute whether or not balls are considered muktzeh , one may be lenient and play table tennis on Shabbos (even outdoors____ ) as there is no issue of leveling the ground (as opposed to the above examples of soccer and cricket). • One may be lenient and allow children to play in a dry sandbox, 1247 under two conditions: it was designated for use on Shabbos before Shabbos, 1248 and the sand is very light and fine. 1249 This prevents the sand from being muktzeh , and any holes will automatically be filled by falling sand as the children dig. 1250 One may not add sand or water to a sandbox on Shabbos. Sand that was not designated before Shabbos is muktzeh , and may not be handled (see Day___). • One may not thrust something into dirt or sand on Shabbos, 1251 even if the ground is not used for planting. Therefore, one may not sit on a chair that will definitely sink into the sand, creating a hole upon its removal. 1252 However, one may remove something from the sand. • One may not rub phlegm or saliva into any surface, even if it is tiled. However, one is allowed to tread on it (if it is displeasing to the eye) without rubbing it in. 1253",27/07/2025 10:57,Rabbi Daniele Braude,"1237. Known as  gezeiras meshaveh gumos .
1238. Shulchan Aruch ,  Orach Chaim  338:5.
1239. Mishnah Berurah  338:20.
1240. Rama ,  Orach Chaim  338:5.
1241. Mishnah Berurah  308:158.
1242. Rama ,  Orach Chaim  308:45.
1243. Shevet HaLevi  9:78.
1244. See  Yerushalmi ,  Taanis  4:5, which relates that a city was destroyed because its inhabitants  played with balls on Shabbos. See also  Eichah Rabbah  2:4, that it caused the destruction of the  Beis HaMikdash.
1245. Mishnah Berurah  618:9.
1246. Shemiras Shabbos Kehilchasah  16:6.
1247. Ibid. 16:4.
1248. Shulchan Aruch ,  Orach Chaim  308:38.
1249. Mishnah Berurah  308:143.
1250. The Rabbinic prohibition only applies to actively flattening the ground, and not to when  it happens automatically.
1251. Mishnah Berurah  498:91.
1252. Ibid. 337:4.
1253. Shulchan Aruch ,  Orach Chaim  316:11."
228,09/03/2026,BONEH AND SOSER: REBUILDING  MOVABLE ITEMS,"We mentioned that building or adding to a large movable item constitutes the melachah of boneh . Obviously, building from scratch any vessel that did not exist before Shab- bos is also prohibited. Similarly, dismantling such a vessel is forbidden under soser . 1255 There is a dispute whether rebuilding a small item is prohibited or not. The Mishnah Berurah rules that one is not permitted to rebuild a small item on Shabbos. 1256 Furthermore, one may not cut an opening to make a vessel usable on Shabbos. 1257 Breaking a vessel is also prohibited if it makes the vessel usable, known as makkeh b’patish . 1258 Bear in mind that we are only dealing with those things that were already used, and then broke or were dismantled before Shabbos. Generally, anything that breaks on Shabbos is considered muktzeh . Rebuilding something falls into one of three categories: 1. The Torah prohibition — fastening tightly: Attaching different parts of an item using screws, nails, or glue, or even attaching in a way that will be difficult to undo____ constitutes the Torah prohibition. 1260_. The Rabbinic prohibition — connecting not very tightly: Attaching different parts of an item in a way that they are not fixed or attached well and are therefore easy to undo, constitutes a Rabbinic prohibition. 1261 Chazal were concerned that one may come to transgress the above To- rah prohibition. This is only forbidden if the item is capable of being tightly fastened, as above. 3. Permitted — connecting things that are always loose: 1262 Loosely attaching____ different parts of an item that are always loose is permitted. Practical Examples • Screwing in the horizontal bar of a bench (that had been used and dis- connected before Shabbos) into its legs constitutes the Torah prohibi- tion. Loosely screwing it into its legs constitutes a Rabbinic prohibition. Placing the horizontal bar onto its legs without screwing anything in is permitted. • Screwing in an extra leaf in a table constitutes the Torah prohibition. Adding it in to a table without screwing it but in a way that it remain somewhat inserted into the grooves constitutes a Rabbinic prohibi- tion. However, fitting the slate into a table in a way that it is never solidly inserted is permitted. 1264 (See also Day___ regarding extending an ohel .) • Screwing the sidepiece of one’s glasses frame that fell out before Shabbos constitutes the Torah prohibition. Loosely screwing the sidepiece into one’s glasses frame, even when it is not fixed in, constitutes a Rabbinic prohibition. In addition, the pieces that broke off from the glasses on Shabbos are muktzeh . • Screwing a broom stick into a broom that was disconnected before Shabbos constitutes the Torah prohibition. Loosely fitting it in consti- tutes a Rabbinic prohibition. 1265 • Clicking the removable parts of a chair or bed into place constitutes the Torah prohibition. Loosely placing them into the grooves constitutes a Rabbinic prohibition. Placing them into the form of a chair without using any screws or grooves, in a way that they would easily fall out, is permitted. 1266 As always, wherever rebuilding an item is forbidden, dismantling it is also forbidden.",27/07/2025 10:57,Rabbi Daniele Braude,"1254. Known as  binyan b’keilim .
1255. Mishnah Berurah  313:54.
1256. Ibid. 314:1. See  Tosafos ,  Shabbos  74b and 102b; Rambam,  Hilchos Shabbos  7:6;  Rashi ,  Beitzah  14b; and  Rashi ,  Shabbos  47a.
1257. Mishnah Berurah  314:6.
1258. Ibid. 314:7.
1259. Orchos Shabbos  8:45 uses this qualifier.
1260. Mishnah Berurah  313:41. Making a complete vessel may also constitute  makkeh b’patish .
1261. Ibid .  313:42
1262. The  Mishnah Berurah  313:46 states that we should be stringent like the Maharam. How- ever, note that the  Chazon Ish  50:10 is lenient even regarding a vessel that is usually tightly fixed.
1263. Biur Halachah  313:6, “ Darkah .”
1264. Orchos Shabbos  8:51.
1265. Shemiras Shabbos Kehilchasah  23:1.
1266. Chazon Ish  50:10, “ Daf .”"
229,10/03/2026,BONEH AND SOSER:  CHILDREN’S TOYS,"We have seen that there are three categories with regard to reassembling vessels: 1. Screwing or attaching parts properly to rebuild an item constitutes the Torah prohibition. 2. Screwing or attaching them loosely constitutes a Rabbinic prohi- bition. 3. It is permitted to reattach something that may not be fixed or is loose in nature. The Normal Function There is a fourth category, that is permitted to do: connecting or discon- necting for normal use. The same principle that we have already applied to boneh and soser applies here — when the normal function of an item is to regularly be connected or disconnected, it does not constitute a melachah . • It is permitted to screw on the top of a baby bottle. • One may adjust the height of an adjustable shtender (lectern), as that is its normal function. Blocks and Toys There is a debate regarding blocks, Magna-Tiles, or any other toy of this kind that one is able to build things from. 1268 On one hand, assembling them creates a functional object, 1269 which should constitute boneh . On the other hand, they are designed to be regularly assembled and disassembled. Furthermore, they are rarely built to last more than a few hours. Although an adult (above the age of bar or bas mitzvah) should not build with these blocks on Shabbos, one may allow children to play with them. 1270 However, any toys, such as Lego or Clics, that lock tightly in a way that they will remain attached indefinitely should be avoided. Furthermore, anything that requires screwing things in (even if the item is plastic) or uses other sophisticated locking mechanisms is certainly forbidden. • One may allow children to build houses out of big Lego blocks that remain somewhat loose, and certainly with Magna-Tiles. However, if the Lego set uses sophisticated locking mechanisms or screws, it may not be used. • One may not allow children to build model planes or boats if they are designed to stay built indefinitely. As mentioned earlier, building a_.15 inch/8 centimeter canopy or roof to cover something_.15 inches/8 centimeters below it is forbidden. 1271 Even when children play with toys that are permitted, they may not build such a canopy.",27/07/2025 10:57,Rabbi Daniele Braude,"1267. Known as  binyan b’keilim  —  derech tashmisho .
1268. Rav Moshe Feinstein was shown these toys, and was not certain if they are forbidden or  not ( Sefer Tiltulei Shabbos ).
1269. Rav Yosef Shalom Elyashiv rules that they constitute a Rabbinic prohibition.
1270. Rav Shlomo Zalman Auerbach in  Shemiras Shabbos Kehilchasah  16:19.
1271. Shulchan Aruch ,  Orach Chaim  315:1."
230,11/03/2026,BONEH AND SOSER:  METAL CONTAINERS AND CAPS,"Most metal containers are sealed automatically by heating a piece of foil around the opening. Until one actually opens that lid, it is unusable — it is not yet a vessel. 1273 Opening such a container causes it or its lid to become func- tional for the first time, 1274 which is tantamount to building a vessel (or at least completing it), 1275 which is forbidden on Shabbos. As a general rule, one should open all such containers before Shabbos. 1276 Because of this, 1277 one may not open any of the following for the first time on Shabbos: • A new bottle of grape juice with a metal cap. (See Day___ regarding plastic caps.) • A new can of tuna or fruit • A new soda can with a metal tab Options, in Order of Preference: • Ideally, one must open these before Shabbos. (It is advisable to appoint one person to take care of all containers every week before Shabbos.) • If one did not open one of these, he may destroy the cap or container. This can be done by puncturing the lid or cap or the underside of the can, rendering it unusable. Once the container is unusable, he may open it normally. This is because a new opening is irrelevant once the entire vessel is useless. 1278 One must also throw the cap away. • Some Poskim rule that one may open the metal cap normally if he does not detach it (he must leave it hanging), such as in the case of a new soda can. 1279 • Some Poskim hold that one may ask a non-Jew to open these contain- ers on Shabbos in cases of extreme need. 1280 (Bear in mind that wine and grape juice handled by a non-Jew is forbidden unless it is mevushal (boiled). The label should indicate whether it is mevushal . There are different opinions regarding what extent of heating is considered enough to render a wine mevushal — a Rav should be consulted in case of doubt.) • One must open up all bottles of wine and grape juice before the Pesach Seder. If one did not, he may puncture a hole in the metal cap (destroy- ing it) and then open it normally. Alternatively, he may carefully open them up without detaching the caps from the rings. Bottles of mevushal wine and grape juice that are required for the Seder may be opened by a non-Jew.",27/07/2025 10:57,Rabbi Daniele Braude,"1272. Known as  asiyas pesach.  See  Shabbos  146a.
1273. Mishnah Berurah  314:7. Even in cases where making the vessel is  mekalkel , it is a Rabbinic  prohibition.
1274. See  Chazon Ish  51.
1275. Mishnah Berurah  317:22. See  Chazon Ish  60:11; 61:2, which states that it constitutes a  Torah prohibition if it is a desirable opening.
1276. Shemiras Shabbos Kehilchasah  9:1.
1277. Rav Moshe Feinstein in  Igros Moshe ,  Orach Chaim  1:120.
1278. Shemiras Shabbos Kehilchasah  9:3;  Minchas Yitzchak  4:82:37.
1279. Rav   Yosef Shalom Elyashiv (as heard from Rav   Bentzion Kook). This is because  mechatech   only applies when it will become completely detached.
1280. Shemiras Shabbos Kehilchasah  9:20. However, Rav   Yosef Shalom Elyashiv held that one  should not ask a non-Jew (heard from Rav   Bentzion Kook)."
231,12/03/2026,BONEH AND SOSER: PLASTIC AND  PAPER CONTAINERS AND CAPS,"We have discussed opening metal containers and caps, which is forbidden on Shabbos. It is advisable to open all such containers before Shabbos. Disposable Plastic or Paper Containers Some Poskim are lenient regarding plastic containers because the attached cap is already considered complete. It is a vessel in its own right that is merely fitted onto the container. It follows that opening such a container for the first time is not tantamount to creating a vessel, but rather, splitting a vessel from its base. However, this is only permitted for containers that will ulti- mately be thrown away, 1282 in other words, creating such an opening is not a long-term benefit. 1283 It is also preferable to make the opening in an unusual manner. 1284 (See the next paragraph, as there are those who prohibit opening these as well.) Because of this, it is permitted to open the following (though some say that it should preferably be done in an unusual manner____ ): • A bottle of soda • A new carton (or bag) of milk • A new bag of nosh • A new sugar packet, but not if the edges are stuck together • A container with a cap that tears a seal as it is turned Note that one must avoid opening any item that by doing so, he would be separating or cutting letters (see Day___.) Being Stringent Even with Plastic and Paper It is worth mentioning that some Poskim are stringent regarding plastic or paper containers as well, and require that they be destroyed before opening. 1286 Everyone agrees that one should try to open even plastic and paper containers before Shabbos.",27/07/2025 10:57,Rabbi Daniele Braude,"1281. Known as  asias pesach .
1282. Rav Shlomo Zalman Auerbach in  Shemiras Shabbos Kehilchasah  9, footnote 12.
1283. Ibid. 9:3.
1284. I asked HaRav Moshe Sternbuch about opening a milk bag. He said that one should do it  with a  shinui  (abnormally) such as with his teeth.
1285. Rav Moshe Sternbuch. When I asked Rav Dovid Ostroff, a  talmid  of Rav Shlomo Zalman  Auerbach, he said that one need not open it with a  shinui  (abnormally).
1286. Rav Yosef Shalom Elyashiv in  Orchos Shabbos  11, footnote 61."
232,13/03/2026,BONEH AND SOSER: BRAIDING HAIR,"The Talmud says that when Chavah (Eve) was created, she was adorned with beautiful braids. 1288 The Torah uses the word “building” when describing this. Thus, braiding is considered a form of building, 1289 and is forbidden on Shabbos____ even on a doll or wig. 1291 It follows that undoing braids on Shabbos constitutes soser , and is also prohibited. If one’s hair is braided, she may remove the holders if the entire braid will not become undone immediately. 1292 • One may not braid their daughter’s hair on Shabbos. If it was already in a braid, one may not undo it. If it had bands attached at the ends, one may remove them, provided that the braid will not become undone immediately. Also, one may put hair into a ponytail without braiding it. Wigs One is also prohibited to braids hairs that are detached from their roots, such as those on a wig. 1293 Furthermore, it is prohibited to spray mousse, hair spray, or gel onto one’s hair or wig to keep the hair in place. 1294 Some Poskim rule that one may not comb a wig on Shabbos. If one must do so, she should brush lightly with a brush that has very soft bristles and has ideally been designated to be used only on Shabbos. 1295 Pei’os One may not twirl his pei’os (sidelocks) on Shabbos in order to permanently shape them. However, if they were already twirled and shaped, he may twirl them further. 1296",27/07/2025 10:57,Rabbi Daniele Braude,"1287. Known as  kliyas sei’ar .
1288. Shabbos  95a.
1289. Rambam,  Hilchos Shabbos  22:26. See  Ohr Same’ach , which states that there is no prohibition  of  kosher  as the hairs are all attached to the head.
1290. Shulchan Aruch ,  Orach Chaim  303:26.
1291. Shemiras Shabbos Kehilchasah  14:58.
1292. Chut Shani  2:36:15.
1293. Mishnah Berurah  303:82.
1294. Shemiras Shabbos Kehilchasah  14:56, which states that  boneh  always applies to something  that is made to last indefinitely.
1295. Shemiras Shabbos Kehilchasah  14:52; see  Mishnah Berurah  303:87.
1296. Rav Shlomo Zalman Auerbach in  Shulchan Shlomo  18:2."
233,14/03/2026,BONEH AND SOSER: A REVIEW AND  PRACTICAL APPLICATIONS OF SOSER,"We explained that wherever boneh applies, dismantling those objects con- stitutes soser . We will now recap the rules of boneh , bringing practical examples of the prohibition of soser . See the footnotes that indicate on which Day number the relevant halachos were brought. The Basic Torah Prohibition of Boneh and Soser The basic prohibition is to build or disassemble a fixed structure. 1297 • It is forbidden to remove a wall, door, nail, or shelf on Shabbos in order to build in that space. • It is forbidden to remove a light bulb from an electric socket. • Some people have filters on their taps so that the water is automatically fil- tered before it exits. Removing such a pipe or filter from the tap is forbidden. Disassembling Applies on the Ground____ The prohibition applies even to adjustments made on the ground, not just on walls and structures. • It is forbidden to remove bricks or pebbles to make the ground usable. • It is forbidden to remove a wire from a fence. Disassembling Applies to Large Movable Items____ Some objects are so big that they are Halachically considered fixed struc- tures in their own right, even though they are portable. Removing a permanent fixture from such an object constitutes soser and is prohibited. Any vessel capable of holding more than___ gallons/680 liters, or an average person’s volume, is subject to the Torah prohibitions of boneh and soser . Note that disassembling smaller items may also be Rabbinically prohibited. • It is forbidden to remove a shelf from a large bookcase or refrigerator. • It is forbidden to puncture a large wine barrel. • It is forbidden to remove a hubcap from a car. Disassembling Part of a Structure Is Also Prohibited____ Even removing part of a permanent structure is forbidden. • One may not remove a mezuzah on Shabbos. • One may not remove part of an eiruv on Shabbos. • If a window shattered, one may not remove the broken glass from the frame, as it constitutes soser . If leaving it is dangerous, he may ask a non- Jew to remove it, or remove it with a shinui (abnormally).",27/07/2025 10:57,Rabbi Daniele Braude,1297. See Days 179—180.
234,15/03/2026,"BONEH AND SOSER: REVIEW AND  PRACTICAL APPLICATIONS OF SOSER,  CONTINUED","Normal Usage Is Permitted____ If the normal way of using an item is to put it on and remove it regularly, it is permitted. The prohibitions of boneh and soser do not apply to day-to-day use. Something that is normally constantly removed and inserted does not constitute boneh or soser . • Opening a door or curtain is permitted, as doing so is a normal function. Similarly, one may open and close a trap door. (However, one may not install one.) • It is prohibited to install a toilet paper-roll or towel holder onto a bath- room wall. However, taking out the bar in order to put on a new roll or towel is permitted, 1302 because that is the way it is used. (Generally, using toilet paper on Shabbos is prohibited [see Day___].) • One may remove a hammock that is regularly put up and taken down. • One may remove temporary magnets from a metal surface such as a refrigerator, as they are not at all fixed. 1303 • The Poskim debate whether removing a clock or painting from a wall (assuming the nail is already there) constitutes soser . However, all agree that an expensive item is muktzeh , and may not be moved. • It is permitted to disconnect the ends of a chain from the walls of an Aron Kodesh in order to remove the Torah scrolls. • In apartments that have floor drains, one may lift the handle of the drain if it is made to be removed regularly or if it is attached by hinges. Removing a Permanent Ohel Constitutes a Torah Prohibition____ We have seen that setting up an ohel (a fixed roof or canopy that is at least_.15 inches/8 centimeters wide and at least_.15 inches/8 centimeters above the surface) is included in the Torah prohibition of boneh . Removing such a canopy is also prohibited. • It is forbidden to remove a permanent shade. • It is forbidden to remove an existing tent (that has a_.15 inch/8 centi- meter wide flat roof at the top) is prohibited. • It is forbidden to remove a fixed standing chuppah (bridal canopy) from its four poles. Leniencies: Not a Real Canopy If there lacks a space of_.15 inches/8 centimeters between the item and the canopy, it is permitted. • It is permitted to remove a tablecloth from a table because there is no gap of_.15 inches/8 centimeters between it and the table. Furthermore, if the roof is already attached using hinges or hooks, it is consid- ered the same as the door of a building, and one may open or close it as he wishes. • One may open and close an awning, sukkah cover, and stroller cover on Shabbos if it is attached with hinges, hooks, levers, or Velcro.",27/07/2025 10:57,Rabbi Daniele Braude,"1298. See Day 181.
1299. See Day 182.
1300. See Day 182.
1301. See Day 184.
1302. Shemiras Shabbos Kehilchasah  23:19. Note that Rav   Yosef Shalom Elyashiv was stringent.
1303. Rav   Yosef Shalom Elyashiv (as heard from Rav   Bentzion Kook)."
235,16/03/2026,"BONEH AND SOSER: REVIEW AND  PRACTICAL APPLICATIONS OF SOSER,  CONTINUED","Removing a Temporary Canopy is Rabbinically Forbidden____ Chazal prohibited making a temporary ohel (canopy). Consequently, dis- mantling such an ohel is also Rabbinically prohibited. • It is forbidden to remove a mosquito net from a crib, or the attached plastic cover of a stroller (if it is_.15 inches/8 centimeters above it). • It is forbidden to dismantle a playhouse that children built, even if it is temporary in nature. • A long brim (more than_.15 inches/8 centimeters ) on a cap presents a problem of a temporary canopy. It is forbidden to reshape the hard brim of a baseball cap so that it does not shade a person. (If one mistakenly wore a baseball cap, he should put it down as it is.) • It is forbidden to close an umbrella. 1306 If one mistakenly opened an umbrella, he should put it down while open. Leniencies: No Walls, and Not for LIENIENCIES : NO WALLS, AND NOT FOR THE BENEFIT OF WHAT IS BELOW IT • Removing a board from table legs is permitted. • Removing a book that is on two vertical books is permitted. Removing a Mechitzah____ Chazal allowed one to raise an existing mechitzah (temporary partition), unless it effects a Halachic change. • It is forbidden to remove a wall from a sukkah. • It is forbidden to remove a wall that is part of an eiruv . • It is permitted to remove a mechitzah that divides men and women. Removing a Roof or Canopy That Is Held Up by People____ If the entire shape of the cover is formed by the people holding it up, it does not constitute an ohel , and one is permitted to hold it up and put it down. • One may remove a tallis from above the heads of children by Kol HaNe’arim or Birchas Kohanim , or from one’s own head. • One may remove a cover from his head. Partially Removing from a Temporary Ohel____ One may add to a temporary ohel if it is already open for_.15 inches/8 centimeters before Shabbos came in. Thus, one may remove part of a temporary canopy if he leaves_.15 inches/8 centimeters open (and if it will not change the Halachic status of the ohel ). • One may remove the separate plastic cover of a stroller if he leaves_.15 inches/8 centimeters covered. • One may remove a leaf from an existing table that is resting on its legs if at least_.15 inches/8 centimeters of the existing table remains covered. ",27/07/2025 10:57,Rabbi Daniele Braude,"1304. See Day 185.
1305. See Days 186 and 187.
1306. Biur Halachah  315:8, “ Tefach .”"
236,17/03/2026,KOSEV AND MOCHEK  (WRITING AND ERASING),"Introduction Two of the creative acts that took place in the Mishkan were writing and erasing. Therefore, writing and erasing on Shabbos constitute Torah prohibi- tions. The basic prohibition is writing or creating____ a letter, sign, 1311 number, or line____ (see the footnote____ ). Any time that kosev is prohibited, erasing such shapes or letters constitutes the Torah prohibition of mochek . The Three Categories of Kosev The Torah Prohibition To transgress the Torah prohibition, the writing must be enduring, 1314 and the surface must be enduring. 1315 • One who writes with a pen on a piece of paper has transgressed the Torah prohibition. • One who carves letters on a stone has transgressed the Torah prohi- bition. The Rabbinic Prohibition If the writing will not endure or the surface will not endure, or both, it still constitutes a Rabbinic prohibition. 1316 • One who makes letters out of tomato sauce or ketchup that has spilled on the table transgresses a Rabbinic prohibition. 1317 • One who writes letters in sand has transgressed a Rabbinic prohibition. • One who writes letters on a foggy window has transgressed a Rabbinic prohibition. 1318 • One who writes on a leaf (which will eventually disintegrate) has trans- gressed a Rabbinic prohibition. Permitted One may motion letters or shapes in the air____ or on a surface. • One may motion to his friend, even if he is forming shapes or letters. • One may form shapes or letters in the sun, even though it will create shadows of what he is forming. 1320 As we have mentioned, wherever it is forbidden to write, it will also forbid- den to erase what was already written.",27/07/2025 10:57,Rabbi Daniele Braude,"1307. See Days 189—190.
1308. See Day 191.
1309. See Day 187.
1310. Removing part of a letter to make a different letter, such as chopping an  L  to make an  I ,  also constitutes  kosev .
1311. Rambam,  Hilchos Shabbos  10 and 11:9.
1312. Mishnah Berurah  340:22.
1313. Writing one letter constitutes a Torah prohibition without the penalties of  karess ,  korban ,  or  sekilah , whereas writing two letters invoke the relevant penalty.
1314. See  Shaar HaTziyun  303:68 regarding what is considered enduring — Rashi says that  it will last for the duration of Shabbos, wheareas the Rambam   says that it will last indefinitely.
1315. Mishnah Berurah  340:22.
1316. Ibid. 340:18.
1317. Shulchan Aruch ,  Orach Chaim  340:4.
1318. Mishnah Berurah  340:20.
1319. Rama ,  Orach Chaim  340:4.
1320. Rav   Nissim Karelitz in  Chut Shani  1:20:158."
237,18/03/2026,KOSEV AND MOCHEK:  OTHER FORMS OF WRITING,"We have seen that the prohibitions of kosev and mochek fall into three cat- egories: • If the ink is enduring and the surface is enduring, it constitutes the Torah prohibition. • If the ink will not endure or the surface will not endure, or both, it still constitutes a Rabbinic prohibition. • If no real letter or shape is made, such as in the case of shadows or finger motions, it is permitted. The prohibition of kosev or mochek applies even if the letters do not form a real word and regardless of the language. 1321 Other Types of Writing The prohibitions of kosev and mochek include creating any meaningful symbol. Therefore, the following cases are also included in the prohibition. (Some are Torah prohibitions, and some are Rabbinic.) • Scratching____ or carving into a surface____ • Using a stamp____ • Cutting or forming a letter using paper____ • Lining up food to form an image or symbol • Assembling a puzzle that will form a picture____ • Erasing part of one letter to create a different one, such as making an m into an n____ • Making a fingerprint (deliberately) • Sticking letter stickers onto a surface, as it creates a meaningful symbol • Sticking Deluxe Scrabble pieces into their fitted grooves • Pressing letters into the icing of a chocolate cake to form words • Attaching magnetic letters to a shul’s metal Aliyah Board____ As we have explained previously, erasing in all of the above cases is prohib- ited under mochek .",27/07/2025 10:57,Rabbi Daniele Braude,"1321. Mishnah Berurah  340:20;  Biur Halachah  306:11, “ BiChsav .”"
238,19/03/2026,KOSEV AND MOCHEK: UNITING TWO  THINGS TO FORM AN IMAGE,"We have seen that kosev and mochek are not limited to using a pen and paper. Rather, anything that produces a meaningful impression is prohibited. We will now discuss bringing two letters or two parts of a single letter to- gether to create a word. One can be lenient and bring two complete letters that form one word or image together, provided that they remain physically separate. 1329 But attaching them in any way is considered an act of writing, and is prohibited. Similarly, one may bring two parts of one letter together if they remain physically sep- arate. 1330 Practical Applications Bringing Torn Pieces of Paper Together One may bring together two pieces of a paper that was torn apart, 1331 even if it creates a word or letter, 1332 provided that he does not attach them together. Although all agree that one may do so as long as there is a gap between the letters, it is better to avoid doing so if one has another option. Scrabble One may bring Scrabble letters together even though they will form a word. However, one may not place them into a frame or slot, as they will then be con- sidered attached, which is forbidden. Opening and Closing a Book It is better to avoid using a book that has writing on the sides of the pages that form a word as they come together. 1333 If one has no other option, it is permitted. If the sides of the pages come together without forming anything meaningful, all agree that it is permitted to close the book. 1334",27/07/2025 10:57,Rabbi Daniele Braude,"1322. Shabbos  102b.
1323. Rashi ,  Shabbos  73a, “ Kosev .”
1324. Shemiras Shabbos Kehilchasah  16:26.
1325. Chayei Adam  82:3.
1326. Shemiras Shabbos Kehilchasah  16:24.
1327. Shabbos  104b.
1328. Rav Shlomo Zalman Auerbach in  Shulchan Shlomo  35; see also  Shemiras Shabbos Kehil- chasah  23:46.
1329. Based on  Teshuvas HaRama  119.
1330. Note that  Chazon Ish  61 prohibits bringing things together even if they are not attached.
1331. Shemiras Shabbos Kehilchasah  28:3.
1332. Rav Moshe Feinstein in  Igros Moshe ,  Yoreh Dei’ah  2:75 is lenient if the picture is already  recognizable with one of the pieces.
1333. Shemiras Shabbos Kehilchasah  28:2.
1334. Rav Shlomo Zalman Auerbach in  Shemiras Shabbos Kehilchasah  28, footnote 8."
